[12:43:36.441] Namespace(root_path='../data/2018LA_Seg_Training Set/', exp='Mismatch_unlabel', max_iterations=6000, batch_size=4, width=8, labeled_bs=1, base_lr=0.01, deterministic=1, seed=1337, gpu='0', consistency_type='mse', consistency=0.001, consistency_rampup=40.0, labels=2, threshold=0.0)
[12:44:25.604] 2 itertations per epoch
[12:44:37.050] iteration 1 : loss : 0.779104 cons_dist: 0.368513, loss_weight: 0.000007
[12:44:38.425] iteration 2 : loss : 0.675757 cons_dist: 0.564110, loss_weight: 0.000007
[12:44:40.754] iteration 3 : loss : 0.644706 cons_dist: 0.533013, loss_weight: 0.000007
[12:44:42.117] iteration 4 : loss : 0.714280 cons_dist: 0.327050, loss_weight: 0.000007
[12:44:44.321] iteration 5 : loss : 0.592222 cons_dist: 0.613617, loss_weight: 0.000007
[12:44:45.685] iteration 6 : loss : 0.627092 cons_dist: 0.437811, loss_weight: 0.000007
[12:44:48.131] iteration 7 : loss : 0.553085 cons_dist: 0.268841, loss_weight: 0.000007
[12:44:49.499] iteration 8 : loss : 0.573892 cons_dist: 0.324618, loss_weight: 0.000007
[12:44:51.775] iteration 9 : loss : 0.575919 cons_dist: 0.339170, loss_weight: 0.000007
[12:44:53.142] iteration 10 : loss : 0.492638 cons_dist: 0.189756, loss_weight: 0.000007
[12:44:55.491] iteration 11 : loss : 0.460262 cons_dist: 0.267464, loss_weight: 0.000007
[12:44:56.859] iteration 12 : loss : 0.542203 cons_dist: 0.578155, loss_weight: 0.000007
[12:44:59.315] iteration 13 : loss : 0.424665 cons_dist: 0.163869, loss_weight: 0.000007
[12:45:00.687] iteration 14 : loss : 0.495074 cons_dist: 0.479684, loss_weight: 0.000007
[12:45:03.250] iteration 15 : loss : 0.481370 cons_dist: 0.450551, loss_weight: 0.000007
[12:45:04.628] iteration 16 : loss : 0.342459 cons_dist: 0.112819, loss_weight: 0.000007
[12:45:06.769] iteration 17 : loss : 0.378664 cons_dist: 0.116593, loss_weight: 0.000007
[12:45:08.144] iteration 18 : loss : 0.505931 cons_dist: 0.308311, loss_weight: 0.000007
[12:45:10.278] iteration 19 : loss : 0.406056 cons_dist: 0.230186, loss_weight: 0.000007
[12:45:11.654] iteration 20 : loss : 0.473054 cons_dist: 0.293533, loss_weight: 0.000007
[12:45:13.724] iteration 21 : loss : 0.322566 cons_dist: 0.185557, loss_weight: 0.000007
[12:45:15.101] iteration 22 : loss : 0.471918 cons_dist: 0.279703, loss_weight: 0.000007
[12:45:17.262] iteration 23 : loss : 0.365309 cons_dist: 0.149493, loss_weight: 0.000007
[12:45:18.638] iteration 24 : loss : 0.428679 cons_dist: 0.298188, loss_weight: 0.000007
[12:45:21.525] iteration 25 : loss : 0.326351 cons_dist: 0.177955, loss_weight: 0.000007
[12:45:22.903] iteration 26 : loss : 0.417921 cons_dist: 0.369246, loss_weight: 0.000007
[12:45:25.057] iteration 27 : loss : 0.391788 cons_dist: 0.484000, loss_weight: 0.000007
[12:45:26.436] iteration 28 : loss : 0.259165 cons_dist: 0.242964, loss_weight: 0.000007
[12:45:28.658] iteration 29 : loss : 0.342108 cons_dist: 0.468943, loss_weight: 0.000007
[12:45:30.041] iteration 30 : loss : 0.270564 cons_dist: 0.229571, loss_weight: 0.000007
[12:45:32.241] iteration 31 : loss : 0.362075 cons_dist: 0.502186, loss_weight: 0.000007
[12:45:33.623] iteration 32 : loss : 0.254548 cons_dist: 0.161819, loss_weight: 0.000007
[12:45:36.165] iteration 33 : loss : 0.243107 cons_dist: 0.178735, loss_weight: 0.000007
[12:45:37.547] iteration 34 : loss : 0.314920 cons_dist: 0.465576, loss_weight: 0.000007
[12:45:40.133] iteration 35 : loss : 0.229945 cons_dist: 0.169573, loss_weight: 0.000007
[12:45:41.516] iteration 36 : loss : 0.269532 cons_dist: 0.470796, loss_weight: 0.000007
[12:45:43.855] iteration 37 : loss : 0.349280 cons_dist: 0.442844, loss_weight: 0.000007
[12:45:45.236] iteration 38 : loss : 0.269407 cons_dist: 0.095431, loss_weight: 0.000007
[12:45:47.762] iteration 39 : loss : 0.278688 cons_dist: 0.147376, loss_weight: 0.000007
[12:45:49.148] iteration 40 : loss : 0.279533 cons_dist: 0.339965, loss_weight: 0.000007
[12:45:51.263] iteration 41 : loss : 0.256810 cons_dist: 0.294449, loss_weight: 0.000007
[12:45:52.646] iteration 42 : loss : 0.290566 cons_dist: 0.184466, loss_weight: 0.000007
[12:45:54.769] iteration 43 : loss : 0.232840 cons_dist: 0.248569, loss_weight: 0.000007
[12:45:56.151] iteration 44 : loss : 0.213545 cons_dist: 0.184959, loss_weight: 0.000007
[12:45:58.407] iteration 45 : loss : 0.275370 cons_dist: 0.337866, loss_weight: 0.000007
[12:45:59.789] iteration 46 : loss : 0.213025 cons_dist: 0.234277, loss_weight: 0.000007
