[12:43:36.448] Namespace(root_path='../data/2018LA_Seg_Training Set/', exp='UAMT_unlabel', max_iterations=6000, batch_size=4, labeled_bs=1, width=8, base_lr=0.01, deterministic=1, seed=1337, gpu='0', ema_decay=0.99, consistency_type='mse', consistency=0.01, consistency_rampup=40.0, labels=2)
[12:44:26.301] 2 itertations per epoch
[12:44:34.894] iteration 1 : loss : 0.883136 cons_dist: 0.168238, loss_weight: 0.000067
[12:44:35.343] iteration 2 : loss : 0.710140 cons_dist: 0.201134, loss_weight: 0.000067
[12:44:36.535] iteration 3 : loss : 0.773702 cons_dist: 0.079699, loss_weight: 0.000067
[12:44:36.980] iteration 4 : loss : 0.713468 cons_dist: 0.041671, loss_weight: 0.000067
[12:44:38.476] iteration 5 : loss : 0.679461 cons_dist: 0.153760, loss_weight: 0.000067
[12:44:38.922] iteration 6 : loss : 0.689676 cons_dist: 0.208561, loss_weight: 0.000067
[12:44:40.110] iteration 7 : loss : 0.639096 cons_dist: 0.212913, loss_weight: 0.000067
[12:44:40.556] iteration 8 : loss : 0.678864 cons_dist: 0.082229, loss_weight: 0.000067
[12:44:41.797] iteration 9 : loss : 0.544838 cons_dist: 0.014650, loss_weight: 0.000067
[12:44:42.295] iteration 10 : loss : 0.912589 cons_dist: 0.018120, loss_weight: 0.000067
[12:44:43.573] iteration 11 : loss : 0.673950 cons_dist: 0.099798, loss_weight: 0.000067
[12:44:44.018] iteration 12 : loss : 0.671174 cons_dist: 0.107906, loss_weight: 0.000067
[12:44:45.445] iteration 13 : loss : 0.617804 cons_dist: 0.070366, loss_weight: 0.000067
[12:44:45.890] iteration 14 : loss : 0.627667 cons_dist: 0.031191, loss_weight: 0.000067
[12:44:47.362] iteration 15 : loss : 0.463130 cons_dist: 0.084123, loss_weight: 0.000067
[12:44:47.807] iteration 16 : loss : 0.512678 cons_dist: 0.027080, loss_weight: 0.000067
[12:44:49.360] iteration 17 : loss : 0.567205 cons_dist: 0.048195, loss_weight: 0.000067
[12:44:49.806] iteration 18 : loss : 0.603630 cons_dist: 0.075571, loss_weight: 0.000067
[12:44:51.046] iteration 19 : loss : 0.509041 cons_dist: 0.068912, loss_weight: 0.000067
[12:44:51.492] iteration 20 : loss : 0.471230 cons_dist: 0.022164, loss_weight: 0.000067
[12:44:52.988] iteration 21 : loss : 0.427770 cons_dist: 0.048302, loss_weight: 0.000067
[12:44:53.433] iteration 22 : loss : 0.469342 cons_dist: 0.102638, loss_weight: 0.000067
[12:44:54.759] iteration 23 : loss : 0.531930 cons_dist: 0.051727, loss_weight: 0.000067
[12:44:55.204] iteration 24 : loss : 0.433145 cons_dist: 0.074995, loss_weight: 0.000067
[12:44:56.366] iteration 25 : loss : 0.494434 cons_dist: 0.022950, loss_weight: 0.000067
[12:44:56.812] iteration 26 : loss : 0.464949 cons_dist: 0.016695, loss_weight: 0.000067
[12:44:58.278] iteration 27 : loss : 0.475020 cons_dist: 0.060251, loss_weight: 0.000067
[12:44:58.724] iteration 28 : loss : 0.448049 cons_dist: 0.024153, loss_weight: 0.000067
[12:45:00.259] iteration 29 : loss : 0.522287 cons_dist: 0.040834, loss_weight: 0.000067
[12:45:00.705] iteration 30 : loss : 0.501594 cons_dist: 0.012588, loss_weight: 0.000067
[12:45:02.209] iteration 31 : loss : 0.480607 cons_dist: 0.050429, loss_weight: 0.000067
[12:45:02.654] iteration 32 : loss : 0.503536 cons_dist: 0.002035, loss_weight: 0.000067
[12:45:04.212] iteration 33 : loss : 0.453085 cons_dist: 0.048451, loss_weight: 0.000067
[12:45:04.658] iteration 34 : loss : 0.433282 cons_dist: 0.018365, loss_weight: 0.000067
[12:45:05.891] iteration 35 : loss : 0.471930 cons_dist: 0.022236, loss_weight: 0.000067
[12:45:06.337] iteration 36 : loss : 0.460430 cons_dist: 0.012637, loss_weight: 0.000067
[12:45:07.455] iteration 37 : loss : 0.386165 cons_dist: 0.050912, loss_weight: 0.000067
[12:45:07.901] iteration 38 : loss : 0.482125 cons_dist: 0.021292, loss_weight: 0.000067
[12:45:09.240] iteration 39 : loss : 0.501765 cons_dist: 0.008728, loss_weight: 0.000067
[12:45:09.685] iteration 40 : loss : 0.458461 cons_dist: 0.010833, loss_weight: 0.000067
[12:45:10.936] iteration 41 : loss : 0.445877 cons_dist: 0.004520, loss_weight: 0.000067
[12:45:11.382] iteration 42 : loss : 0.457391 cons_dist: 0.048231, loss_weight: 0.000067
[12:45:12.734] iteration 43 : loss : 0.421237 cons_dist: 0.018768, loss_weight: 0.000067
[12:45:13.179] iteration 44 : loss : 0.435374 cons_dist: 0.027269, loss_weight: 0.000067
[12:45:14.554] iteration 45 : loss : 0.493699 cons_dist: 0.040549, loss_weight: 0.000067
[12:45:14.999] iteration 46 : loss : 0.478474 cons_dist: 0.093676, loss_weight: 0.000067
[12:45:16.558] iteration 47 : loss : 0.408705 cons_dist: 0.036794, loss_weight: 0.000067
[12:45:17.004] iteration 48 : loss : 0.494177 cons_dist: 0.027147, loss_weight: 0.000067
[12:45:18.327] iteration 49 : loss : 0.597553 cons_dist: 0.063605, loss_weight: 0.000067
[12:45:18.773] iteration 50 : loss : 0.460102 cons_dist: 0.008618, loss_weight: 0.000067
[12:45:20.834] iteration 51 : loss : 0.413449 cons_dist: 0.008878, loss_weight: 0.000067
[12:45:21.279] iteration 52 : loss : 0.589166 cons_dist: 0.045736, loss_weight: 0.000067
[12:45:22.560] iteration 53 : loss : 0.388361 cons_dist: 0.005567, loss_weight: 0.000067
[12:45:23.006] iteration 54 : loss : 0.455231 cons_dist: 0.014831, loss_weight: 0.000067
[12:45:24.207] iteration 55 : loss : 0.435162 cons_dist: 0.019481, loss_weight: 0.000067
