[12:43:36.464] Namespace(root_path='../data/2018LA_Seg_Training Set/', exp='UAMT_unlabel', max_iterations=6000, batch_size=4, labeled_bs=1, width=8, base_lr=0.01, deterministic=1, seed=1337, gpu='0', ema_decay=0.99, consistency_type='mse', consistency=2.0, consistency_rampup=40.0, labels=2)
[12:44:28.447] 2 itertations per epoch
[12:44:35.748] iteration 1 : loss : 0.857333 cons_dist: 0.073293, loss_weight: 0.013476
[12:44:37.160] iteration 2 : loss : 0.677910 cons_dist: 0.280336, loss_weight: 0.013476
[12:44:39.898] iteration 3 : loss : 0.738161 cons_dist: 0.202586, loss_weight: 0.013476
[12:44:41.311] iteration 4 : loss : 0.627388 cons_dist: 0.097677, loss_weight: 0.013476
[12:44:43.439] iteration 5 : loss : 0.588701 cons_dist: 0.018579, loss_weight: 0.013476
[12:44:44.831] iteration 6 : loss : 0.732442 cons_dist: 0.197571, loss_weight: 0.013476
[12:44:46.830] iteration 7 : loss : 0.550462 cons_dist: 0.184707, loss_weight: 0.013476
[12:44:48.220] iteration 8 : loss : 0.691606 cons_dist: 0.106176, loss_weight: 0.013476
[12:44:50.489] iteration 9 : loss : 0.716631 cons_dist: 0.125381, loss_weight: 0.013476
[12:44:51.903] iteration 10 : loss : 0.889369 cons_dist: 0.073225, loss_weight: 0.013476
[12:44:54.368] iteration 11 : loss : 0.742459 cons_dist: 0.160855, loss_weight: 0.013476
[12:44:55.758] iteration 12 : loss : 0.675344 cons_dist: 0.116152, loss_weight: 0.013476
[12:44:57.853] iteration 13 : loss : 0.697319 cons_dist: 0.187910, loss_weight: 0.013476
[12:44:59.242] iteration 14 : loss : 0.606031 cons_dist: 0.063342, loss_weight: 0.013476
[12:45:01.469] iteration 15 : loss : 0.579132 cons_dist: 0.079888, loss_weight: 0.013476
[12:45:02.858] iteration 16 : loss : 0.679387 cons_dist: 0.129966, loss_weight: 0.013476
[12:45:05.041] iteration 17 : loss : 0.726883 cons_dist: 0.025280, loss_weight: 0.013476
[12:45:06.430] iteration 18 : loss : 0.558502 cons_dist: 0.129580, loss_weight: 0.013476
[12:45:08.407] iteration 19 : loss : 0.544963 cons_dist: 0.067504, loss_weight: 0.013476
[12:45:09.798] iteration 20 : loss : 0.554720 cons_dist: 0.122008, loss_weight: 0.013476
[12:45:11.914] iteration 21 : loss : 0.445390 cons_dist: 0.021748, loss_weight: 0.013476
[12:45:13.327] iteration 22 : loss : 0.482614 cons_dist: 0.041305, loss_weight: 0.013476
[12:45:15.446] iteration 23 : loss : 0.667680 cons_dist: 0.196619, loss_weight: 0.013476
[12:45:16.860] iteration 24 : loss : 0.585793 cons_dist: 0.041458, loss_weight: 0.013476
[12:45:18.922] iteration 25 : loss : 0.611909 cons_dist: 0.039983, loss_weight: 0.013476
[12:45:20.335] iteration 26 : loss : 0.480106 cons_dist: 0.132753, loss_weight: 0.013476
[12:45:22.259] iteration 27 : loss : 0.468692 cons_dist: 0.035677, loss_weight: 0.013476
[12:45:23.649] iteration 28 : loss : 0.585837 cons_dist: 0.011421, loss_weight: 0.013476
[12:45:25.948] iteration 29 : loss : 0.461774 cons_dist: 0.004287, loss_weight: 0.013476
[12:45:27.338] iteration 30 : loss : 0.476770 cons_dist: 0.027988, loss_weight: 0.013476
[12:45:29.668] iteration 31 : loss : 0.521089 cons_dist: 0.082944, loss_weight: 0.013476
[12:45:31.056] iteration 32 : loss : 0.491193 cons_dist: 0.069513, loss_weight: 0.013476
[12:45:33.313] iteration 33 : loss : 0.474880 cons_dist: 0.051784, loss_weight: 0.013476
[12:45:34.702] iteration 34 : loss : 0.498409 cons_dist: 0.085615, loss_weight: 0.013476
[12:45:36.745] iteration 35 : loss : 0.462780 cons_dist: 0.022237, loss_weight: 0.013476
[12:45:38.135] iteration 36 : loss : 0.377385 cons_dist: 0.054193, loss_weight: 0.013476
[12:45:40.465] iteration 37 : loss : 0.408061 cons_dist: 0.004053, loss_weight: 0.013476
[12:45:41.854] iteration 38 : loss : 0.499173 cons_dist: 0.020288, loss_weight: 0.013476
[12:45:43.962] iteration 39 : loss : 0.491324 cons_dist: 0.044568, loss_weight: 0.013476
[12:45:45.376] iteration 40 : loss : 0.449214 cons_dist: 0.017376, loss_weight: 0.013476
[12:45:47.798] iteration 41 : loss : 0.439168 cons_dist: 0.062460, loss_weight: 0.013476
[12:45:49.188] iteration 42 : loss : 0.575763 cons_dist: 0.033105, loss_weight: 0.013476
[12:45:51.104] iteration 43 : loss : 0.406577 cons_dist: 0.060755, loss_weight: 0.013476
[12:45:52.494] iteration 44 : loss : 0.487986 cons_dist: 0.011319, loss_weight: 0.013476
[12:45:54.696] iteration 45 : loss : 0.418807 cons_dist: 0.039623, loss_weight: 0.013476
[12:45:56.085] iteration 46 : loss : 0.456928 cons_dist: 0.022573, loss_weight: 0.013476
[12:45:58.198] iteration 47 : loss : 0.439650 cons_dist: 0.018876, loss_weight: 0.013476
[12:45:59.589] iteration 48 : loss : 0.495945 cons_dist: 0.134911, loss_weight: 0.013476
[12:46:01.602] iteration 49 : loss : 0.504617 cons_dist: 0.034903, loss_weight: 0.013476
[12:46:02.992] iteration 50 : loss : 0.494775 cons_dist: 0.110669, loss_weight: 0.013476
[12:46:06.326] iteration 51 : loss : 0.468623 cons_dist: 0.077630, loss_weight: 0.013476
[12:46:07.715] iteration 52 : loss : 0.464883 cons_dist: 0.026757, loss_weight: 0.013476
[12:46:10.338] iteration 53 : loss : 0.464978 cons_dist: 0.023067, loss_weight: 0.013476
