[12:43:36.503] Namespace(root_path='../data/2018LA_Seg_Training Set/', exp='UAMT_unlabel', max_iterations=6000, batch_size=4, labeled_bs=1, width=8, base_lr=0.01, deterministic=1, seed=1337, gpu='0', ema_decay=0.99, consistency_type='mse', consistency=1.0, consistency_rampup=40.0, labels=2)
[12:44:32.645] 2 itertations per epoch
[12:44:40.701] iteration 1 : loss : 0.884258 cons_dist: 0.168238, loss_weight: 0.006738
[12:44:41.151] iteration 2 : loss : 0.711543 cons_dist: 0.201101, loss_weight: 0.006738
[12:44:42.303] iteration 3 : loss : 0.774373 cons_dist: 0.079866, loss_weight: 0.006738
[12:44:42.750] iteration 4 : loss : 0.713200 cons_dist: 0.041747, loss_weight: 0.006738
[12:44:43.722] iteration 5 : loss : 0.680190 cons_dist: 0.151423, loss_weight: 0.006738
[12:44:44.173] iteration 6 : loss : 0.692765 cons_dist: 0.212346, loss_weight: 0.006738
[12:44:45.508] iteration 7 : loss : 0.639509 cons_dist: 0.215158, loss_weight: 0.006738
[12:44:45.958] iteration 8 : loss : 0.676583 cons_dist: 0.083573, loss_weight: 0.006738
[12:44:47.287] iteration 9 : loss : 0.544099 cons_dist: 0.013149, loss_weight: 0.006738
[12:44:47.734] iteration 10 : loss : 0.913986 cons_dist: 0.016400, loss_weight: 0.006738
[12:44:49.195] iteration 11 : loss : 0.688120 cons_dist: 0.097302, loss_weight: 0.006738
[12:44:49.643] iteration 12 : loss : 0.671582 cons_dist: 0.094337, loss_weight: 0.006738
[12:44:50.822] iteration 13 : loss : 0.606416 cons_dist: 0.078265, loss_weight: 0.006738
[12:44:51.273] iteration 14 : loss : 0.604623 cons_dist: 0.019629, loss_weight: 0.006738
[12:44:52.786] iteration 15 : loss : 0.453086 cons_dist: 0.094369, loss_weight: 0.006738
[12:44:53.232] iteration 16 : loss : 0.515756 cons_dist: 0.027976, loss_weight: 0.006738
[12:44:54.514] iteration 17 : loss : 0.570079 cons_dist: 0.048426, loss_weight: 0.006738
[12:44:54.965] iteration 18 : loss : 0.602671 cons_dist: 0.074081, loss_weight: 0.006738
[12:44:56.259] iteration 19 : loss : 0.510725 cons_dist: 0.060764, loss_weight: 0.006738
[12:44:56.709] iteration 20 : loss : 0.470317 cons_dist: 0.022684, loss_weight: 0.006738
[12:44:58.007] iteration 21 : loss : 0.429603 cons_dist: 0.062531, loss_weight: 0.006738
[12:44:58.456] iteration 22 : loss : 0.487204 cons_dist: 0.111208, loss_weight: 0.006738
[12:44:59.921] iteration 23 : loss : 0.531032 cons_dist: 0.061284, loss_weight: 0.006738
[12:45:00.372] iteration 24 : loss : 0.441539 cons_dist: 0.078008, loss_weight: 0.006738
[12:45:01.498] iteration 25 : loss : 0.502839 cons_dist: 0.023139, loss_weight: 0.006738
[12:45:01.949] iteration 26 : loss : 0.464101 cons_dist: 0.016823, loss_weight: 0.006738
[12:45:03.562] iteration 27 : loss : 0.476234 cons_dist: 0.056277, loss_weight: 0.006738
[12:45:04.009] iteration 28 : loss : 0.447224 cons_dist: 0.023438, loss_weight: 0.006738
[12:45:05.269] iteration 29 : loss : 0.520314 cons_dist: 0.037685, loss_weight: 0.006738
[12:45:05.719] iteration 30 : loss : 0.503807 cons_dist: 0.013147, loss_weight: 0.006738
[12:45:07.164] iteration 31 : loss : 0.483767 cons_dist: 0.047638, loss_weight: 0.006738
[12:45:07.610] iteration 32 : loss : 0.505475 cons_dist: 0.002089, loss_weight: 0.006738
[12:45:08.981] iteration 33 : loss : 0.458245 cons_dist: 0.053344, loss_weight: 0.006738
[12:45:09.432] iteration 34 : loss : 0.433885 cons_dist: 0.018886, loss_weight: 0.006738
[12:45:10.741] iteration 35 : loss : 0.481285 cons_dist: 0.021070, loss_weight: 0.006738
[12:45:11.188] iteration 36 : loss : 0.453767 cons_dist: 0.012479, loss_weight: 0.006738
[12:45:12.503] iteration 37 : loss : 0.387701 cons_dist: 0.047607, loss_weight: 0.006738
[12:45:12.950] iteration 38 : loss : 0.491125 cons_dist: 0.022593, loss_weight: 0.006738
[12:45:14.169] iteration 39 : loss : 0.504731 cons_dist: 0.008957, loss_weight: 0.006738
[12:45:14.621] iteration 40 : loss : 0.453230 cons_dist: 0.011249, loss_weight: 0.006738
[12:45:15.784] iteration 41 : loss : 0.441463 cons_dist: 0.004466, loss_weight: 0.006738
[12:45:16.231] iteration 42 : loss : 0.463259 cons_dist: 0.047266, loss_weight: 0.006738
[12:45:17.455] iteration 43 : loss : 0.418285 cons_dist: 0.016752, loss_weight: 0.006738
[12:45:17.901] iteration 44 : loss : 0.438460 cons_dist: 0.025551, loss_weight: 0.006738
[12:45:19.289] iteration 45 : loss : 0.496750 cons_dist: 0.044683, loss_weight: 0.006738
[12:45:19.734] iteration 46 : loss : 0.482423 cons_dist: 0.092671, loss_weight: 0.006738
[12:45:21.049] iteration 47 : loss : 0.412944 cons_dist: 0.034047, loss_weight: 0.006738
[12:45:21.495] iteration 48 : loss : 0.494155 cons_dist: 0.028470, loss_weight: 0.006738
[12:45:23.083] iteration 49 : loss : 0.594117 cons_dist: 0.064090, loss_weight: 0.006738
[12:45:23.530] iteration 50 : loss : 0.458174 cons_dist: 0.008594, loss_weight: 0.006738
[12:45:25.288] iteration 51 : loss : 0.416360 cons_dist: 0.009833, loss_weight: 0.006738
[12:45:25.734] iteration 52 : loss : 0.587105 cons_dist: 0.046855, loss_weight: 0.006738
[12:45:27.250] iteration 53 : loss : 0.390805 cons_dist: 0.005597, loss_weight: 0.006738
[12:45:27.699] iteration 54 : loss : 0.458647 cons_dist: 0.015047, loss_weight: 0.006738
[12:45:29.319] iteration 55 : loss : 0.438243 cons_dist: 0.020765, loss_weight: 0.006738
[12:45:29.765] iteration 56 : loss : 0.401264 cons_dist: 0.039478, loss_weight: 0.006738
[12:45:31.006] iteration 57 : loss : 0.421105 cons_dist: 0.037752, loss_weight: 0.006738
[12:45:31.456] iteration 58 : loss : 0.490217 cons_dist: 0.049392, loss_weight: 0.006738
[12:45:32.739] iteration 59 : loss : 0.392496 cons_dist: 0.004172, loss_weight: 0.006738
[12:45:33.186] iteration 60 : loss : 0.438272 cons_dist: 0.009705, loss_weight: 0.006738
[12:45:34.549] iteration 61 : loss : 0.433437 cons_dist: 0.006373, loss_weight: 0.006738
[12:45:34.995] iteration 62 : loss : 0.438408 cons_dist: 0.010290, loss_weight: 0.006738
[12:45:36.097] iteration 63 : loss : 0.429611 cons_dist: 0.011090, loss_weight: 0.006738
[12:45:36.542] iteration 64 : loss : 0.439699 cons_dist: 0.060752, loss_weight: 0.006738
[12:45:37.917] iteration 65 : loss : 0.515005 cons_dist: 0.006280, loss_weight: 0.006738
[12:45:38.364] iteration 66 : loss : 0.400394 cons_dist: 0.008538, loss_weight: 0.006738
[12:45:39.628] iteration 67 : loss : 0.387843 cons_dist: 0.014889, loss_weight: 0.006738
[12:45:40.080] iteration 68 : loss : 0.398285 cons_dist: 0.009179, loss_weight: 0.006738
[12:45:41.534] iteration 69 : loss : 0.431076 cons_dist: 0.021044, loss_weight: 0.006738
[12:45:41.980] iteration 70 : loss : 0.426297 cons_dist: 0.006417, loss_weight: 0.006738
[12:45:43.085] iteration 71 : loss : 0.375810 cons_dist: 0.015738, loss_weight: 0.006738
[12:45:43.532] iteration 72 : loss : 0.405001 cons_dist: 0.024858, loss_weight: 0.006738
