[12:43:36.472] Namespace(root_path='../data/2018LA_Seg_Training Set/', exp='UAMT_unlabel', max_iterations=6000, batch_size=4, labeled_bs=1, width=8, base_lr=0.01, deterministic=1, seed=1337, gpu='0', ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=40.0, labels=2)
[12:44:40.844] 2 itertations per epoch
[12:44:48.333] iteration 1 : loss : 0.883238 cons_dist: 0.168238, loss_weight: 0.000674
[12:44:48.785] iteration 2 : loss : 0.710270 cons_dist: 0.201117, loss_weight: 0.000674
[12:44:50.220] iteration 3 : loss : 0.773745 cons_dist: 0.079734, loss_weight: 0.000674
[12:44:50.667] iteration 4 : loss : 0.712786 cons_dist: 0.041693, loss_weight: 0.000674
[12:44:51.780] iteration 5 : loss : 0.679537 cons_dist: 0.150671, loss_weight: 0.000674
[12:44:52.226] iteration 6 : loss : 0.690828 cons_dist: 0.211938, loss_weight: 0.000674
[12:44:53.633] iteration 7 : loss : 0.638283 cons_dist: 0.213976, loss_weight: 0.000674
[12:44:54.270] iteration 8 : loss : 0.675401 cons_dist: 0.082886, loss_weight: 0.000674
[12:44:55.371] iteration 9 : loss : 0.544236 cons_dist: 0.013049, loss_weight: 0.000674
[12:44:55.818] iteration 10 : loss : 0.914493 cons_dist: 0.016475, loss_weight: 0.000674
[12:44:56.878] iteration 11 : loss : 0.687706 cons_dist: 0.098034, loss_weight: 0.000674
[12:44:57.328] iteration 12 : loss : 0.671105 cons_dist: 0.094042, loss_weight: 0.000674
[12:44:58.536] iteration 13 : loss : 0.603920 cons_dist: 0.078434, loss_weight: 0.000674
[12:44:58.987] iteration 14 : loss : 0.603000 cons_dist: 0.020064, loss_weight: 0.000674
[12:45:00.345] iteration 15 : loss : 0.452594 cons_dist: 0.092527, loss_weight: 0.000674
[12:45:00.796] iteration 16 : loss : 0.515576 cons_dist: 0.027794, loss_weight: 0.000674
[12:45:02.040] iteration 17 : loss : 0.570339 cons_dist: 0.049883, loss_weight: 0.000674
[12:45:02.486] iteration 18 : loss : 0.602511 cons_dist: 0.075518, loss_weight: 0.000674
[12:45:03.875] iteration 19 : loss : 0.510135 cons_dist: 0.062673, loss_weight: 0.000674
[12:45:04.326] iteration 20 : loss : 0.470081 cons_dist: 0.024011, loss_weight: 0.000674
[12:45:05.704] iteration 21 : loss : 0.428534 cons_dist: 0.062156, loss_weight: 0.000674
[12:45:06.152] iteration 22 : loss : 0.490830 cons_dist: 0.110133, loss_weight: 0.000674
[12:45:07.316] iteration 23 : loss : 0.531564 cons_dist: 0.050837, loss_weight: 0.000674
[12:45:07.768] iteration 24 : loss : 0.442752 cons_dist: 0.076849, loss_weight: 0.000674
[12:45:08.877] iteration 25 : loss : 0.505884 cons_dist: 0.026431, loss_weight: 0.000674
[12:45:09.324] iteration 26 : loss : 0.466078 cons_dist: 0.016905, loss_weight: 0.000674
[12:45:10.750] iteration 27 : loss : 0.475325 cons_dist: 0.057852, loss_weight: 0.000674
